code,name,type,state
4151,明躍,,上櫃
4152,台微體,,上櫃
4153,鈺緯,,上櫃
4154,康樂-KY,,上市
4155,訊映,,上櫃
4157,太景*-KY,,上櫃
4160,創源,,上市
4161,聿新科,,上櫃
4162,智擎,,上市
4163,鐿鈦,,上櫃
4164,承業醫,,上市
4166,友霖,,上櫃
4167,展旺,,上櫃
4168,醣聯,,上櫃
4169,泰宗,,上櫃
4170,鑫品,,上市
4171,瑞基,,上市
4172,因華,,上市
4173,久裕,,上市
4174,浩鼎,,上櫃
4175,杏一,,上市
4183,福永生技,,上市
4186,尖端醫,,上櫃
4188,安克,,上市
4190,佐登-KY,,上市
4191,法德藥,,上市
4192,杏國,,上櫃
4194,禾生技,,上市
4195,基米,,上櫃
4197,暐世,,上櫃
4198,環瑞醫,,上櫃
4205,中華食,,上櫃
4207,環泰,,上市
4303,信立,,上櫃
4304,勝昱,,上市
4305,世坤,,上市
4306,炎洲,,上市
4401,東隆興,,上櫃
4402,福大,,上櫃
4406,新昕纖,,上櫃
4413,飛寶企業,,上櫃
4414,如興,,上櫃
4416,三圓,,上櫃
4417,金洲,,上市
4419,元勝,,上市
4420,光明,,上櫃
4426,利勤,,上市
4429,聚紡,,上櫃
4430,耀億,,上市
4431,敏成,,上櫃
4432,銘旺實,,上市
4433,興采,,上市
4438,廣越,,上櫃
4439,冠星-KY,,上櫃
4440,宜新實業,,上櫃
4502,健信,,上櫃
4503,金雨,,上櫃
4506,崇友,,上櫃
4510,高鋒,,上櫃
4513,福裕,,上櫃
4523,永彰,,上櫃
4526,東台,,上市
4527,方土霖,,上櫃
4528,江興鍛,,上櫃
4529,淳紳,資訊服務,上櫃
4530,宏易,,上櫃
4532,瑞智,,上櫃
4533,協易機,,上櫃
4534,慶騰,,上櫃
4535,至興,,上市
4536,拓凱,,上市
4537,旭東,,上櫃
4538,大詠城,,上櫃
4540,全球傳動,,上市
4541,晟田,,上市
4542,科嶠,IC,上櫃
4543,萬在,,上市
4544,春日,,上市
4545,銘鈺,,上櫃
4546,長亨,,上市
4549,桓達,,上市
4550,長佳,,上櫃
4551,智伸科,,上櫃
4552,力達-KY,,上櫃
4553,盛復,,上市
4554,橙的,,上櫃
4555,氣立,,上櫃
4556,旭然,,上櫃
4557,永新-KY,,上櫃
4558,寶緯,,上櫃
4559,久裕興,,上市
4560,強信-KY,,上櫃
4561,健椿,,上櫃
4562,穎漢,,上櫃
4563,百德,,上櫃
4564,元翎,,上櫃
4565,宏偉,,上櫃
4566,時碩工業,,上櫃
4568,科際精密,,上櫃
4570,傑生,,上櫃
4571,鈞興-KY,,上櫃
4572,駐龍,,上櫃
4573,高明鐵,,上櫃
4575,銓寶,,上櫃
4576,大銀微系統,,上櫃
4578,總格精密,,上櫃
4580,捷流閥業,,上櫃
4582,聚恆,,上櫃
4609,唐鋒,,上櫃
4702,中美實,,上櫃
4706,大恭,,上櫃
4707,磐亞,,上櫃
4711,永純,,上櫃
4712,南璋,,上櫃
4714,永捷,,上櫃
4716,大立,,上櫃
4720,德淵,,上櫃
4721,美琪瑪,,上市
4722,國精化,,上櫃
4725,信昌化,,上市
4726,永昕,,上櫃
4728,雙美,,上櫃
4729,熒茂,,上櫃
4730,通用,,上櫃
4732,彥臣,,上櫃
4735,豪展,,上櫃
4736,泰博,,上市
4737,華廣,,上櫃
4738,尚化,,上櫃
4739,康普,,上櫃
4741,泓瀚,,上櫃
4743,合一,,上櫃
4744,皇將,,上櫃
4745,合富-KY,,上櫃
4746,台耀,,上櫃
4747,強生,,上櫃
4754,國碳科,,上櫃
4755,三福化,,上櫃
4760,勤凱,,上市
4763,材料-KY,IC,上市
4764,雙鍵,,上櫃
4765,磐采,,上櫃
4766,南寶,,上櫃
4767,誠泰科技,,上櫃
4768,晶呈科技,,上櫃
4803,VHQ-KY,,上櫃
4804,大略-KY,,上市
4806,昇華,,上櫃
4807,日成-KY,,上櫃
4903,聯光通,,上櫃
4904,遠傳,,上櫃
4905,台聯電,,上櫃
4906,正文,,上櫃
4907,富宇,,上櫃
4908,前鼎,,上櫃
4909,新復興,,上櫃
4911,德英,,上櫃
4912,聯德控股-KY,,上櫃
4915,致伸,,上市
4916,事欣科,,上櫃
4919,新唐,,上市
4923,力士,,上櫃
4924,欣厚-KY,,上市
4925,智微,,上市
4927,泰鼎-KY,,上櫃
4930,燦星網,,上市
4931,新盛力,,上櫃
4933,友輝,,上櫃
4934,太極,,上市
4935,茂林-KY,,上市
4938,和碩,,上市
4939,亞電,,上櫃
4942,嘉彰,,上市
4943,康控-KY,,上櫃
4944,兆遠,,上櫃
4945,陞達科技,,上櫃
4946,辣椒,,上市
4947,昂寶-KY,,上市
4950,牧東,,上櫃
4951,精拓科,,上櫃
4952,凌通,,上櫃
4953,緯軟,,上櫃
4956,光鋐,,上市
4958,臻鼎-KY,,上櫃
4960,誠美材,,上市
4961,天鈺,,上市
4966,譜瑞-KY,,上櫃
4967,十銓,,上櫃
4968,立積,,上櫃
4971,IET-KY,,上櫃
4972,湯石照明,,上市
4973,廣穎,,上市
4974,亞泰,,上市
4976,佳凌,,上櫃
4977,眾達-KY,,上櫃
4979,華星光,,上櫃
4980,佐臻,,上櫃
4987,科誠,,上櫃
4989,榮科,,上櫃
4991,環宇-KY,,上櫃
4994,傳奇,,上櫃
4995,晶達,,上櫃
4999,鑫禾,,上櫃
5007,三星,,上櫃
5009,榮剛,,上櫃
5011,久陽,,上市
5013,強新,,上櫃
5014,建錩,,上櫃
5015,華祺,,上市
5016,松和,,上櫃
5102,富強,,上櫃
5201,凱衛,,上市
5202,力新,,上市
5203,訊連,,上市
5205,中茂,,上櫃
5206,坤悅,,上市
5209,新鼎,,上櫃
5210,寶碩,,上櫃
5211,蒙恬,,上櫃
5212,凌網,,上櫃
5213,亞昕,,上櫃
5215,科嘉-KY,,上櫃
5216,優燈,,上櫃
5220,萬達光電,,上市
5222,全訊,,上櫃
5223,安力-KY,,上櫃
5225,東科-KY,,上市
5227,立凱-KY,,上市
5228,鈺鎧,,上櫃
5230,雷笛克光學,,上市
5233,有量,,上櫃
5234,達興材料,,上市
5240,建騰,,上櫃
5243,乙盛-KY,,上市
5244,弘凱,,上市
5245,智晶,,上櫃
5248,景傳,,上櫃
5251,天鉞電,,上市
5254,欣訊科技,,上櫃
5258,虹堡,,上櫃
5262,立達,,上櫃
5263,智崴,,上櫃
5264,鎧勝-KY,,上櫃
5267,龍翩,,上市
5269,祥碩,,上市
5271,紘通,,上櫃
5272,笙科,,上市
5274,信驊,,上櫃
5276,達輝-KY,,上櫃
5277,葳天,,上櫃
5278,尚凡,,上櫃
5281,大峽谷-KY,,上櫃
5283,禾聯碩,,上市
5284,jpp-KY,,上市
5285,界霖,,上市
5287,數字,,上櫃
5288,豐祥-KY,,上市
5289,宜鼎,,上櫃
5291,邑昇,,上櫃
5294,鋒霖,,上櫃
5297,廣化,,上市
5299,杰力,,上櫃
5301,寶得利,,上櫃
5302,太欣,,上櫃
5304,鼎創達,,上市
5305,敦南,,上市
5306,桂盟,,上櫃
5309,系統電,,上櫃
5310,天剛,,上櫃
5312,寶島科,,上市
5314,世紀,,上市
5315,光聯,,上櫃
5321,友銓,,上櫃
5324,士開,,上櫃
5328,華容,,上櫃
5340,建榮,,上市
5344,立衛,,上櫃
5345,天揚,,上市
5347,世界,,上市
5348,系通,,上櫃
5349,先豐,,上櫃
5351,鈺創,,上市
5353,台林,,上市
5355,佳總,,上櫃
5356,協益,,上櫃
5364,力麗店,,上櫃
5371,中光電,,上市
5381,合正,,上櫃
5383,金利,,上櫃
5386,青雲,,上櫃
5388,中磊,,上櫃
5392,應華,,上市
5398,慕康生醫,,上市
5403,中菲,,上市
5410,國眾,,上市
5425,台半,,上櫃
5426,振發,,上櫃
5432,達威,,上櫃
5434,崇越,,上櫃
5438,東友,,上市
5439,高技,,上櫃
5443,均豪,,上櫃
5450,寶聯通,,上市
5452,佶優,,上市
5455,昇益,,上市
5457,宣德,,上市
5460,同協,,上櫃
5464,霖宏,,上櫃
5465,富驊,,上櫃
5468,凱鈺,,上櫃
5469,瀚宇博,,上櫃
5471,松翰,,上櫃
5474,聰泰,,上櫃
5475,德宏,,上市
5478,智冠,,上市
5481,新華,,上市
5483,中美晶,,上櫃
5484,慧友,,上櫃
5487,通泰,,上櫃
5488,松普,,上市
5489,彩富,,上櫃
5490,同亨,,上櫃
5493,三聯,,上櫃
5498,凱崴,,上市
5508,永信建,,上櫃
5511,德昌,,上櫃
5512,力麒,,上櫃
5514,三豐,,上市
5515,建國,,上櫃
5516,雙喜,,上櫃
5519,隆大,,上櫃
5520,力泰,,上市
5521,工信,,上櫃
5522,遠雄,,上櫃
5523,豐謙,,上櫃
5525,順天,,上櫃
5529,志嘉,,上櫃
5530,龍巖,,上市
5531,鄉林,,上市
5533,皇鼎,,上市
5534,長虹,,上櫃
5536,聖暉,,上櫃
5538,東明-KY,,上櫃
5543,崇佑-KY,,上櫃
5601,台聯櫃,,上櫃
5603,陸海,,上櫃
5604,中連貨,,上市
5607,遠雄港,,上櫃
5608,四維航,,上市
5609,中菲行,,上櫃
5701,劍湖山,,上櫃
5703,亞都,,上櫃
5704,老爺知,,上市
5706,鳳凰,,上市
5820,日盛金,,上櫃
5859,遠壽,,上市
5863,瑞興銀,,上市
5864,致和證,,上市
5871,中租-KY,,上櫃
5876,上海商銀,,上市
5878,台名,,上市
5880,合庫金,,上櫃
5902,德記,,上市
5903,全家,,上櫃
5904,寶雅,,上櫃
5905,南仁湖,,上櫃
5906,台南-KY,,上櫃
5907,大洋-KY,,上櫃
6005,群益證,,上市
6015,宏遠證,,上市
6016,康和證,,上櫃
6020,大展證,,上市
6021,大慶證,,上市
6023,元大期,,上市
6024,群益期,,上櫃
6026,福邦證,,上櫃
6027,德信,,上市
6028,公勝保經,,上市
6101,寬魚國際,,上櫃
6103,合邦,,上櫃
6104,創惟,,上櫃
6108,競國,,上櫃
6109,亞元,,上櫃
6111,大宇資,,上櫃
6112,聚碩,,上櫃
6113,亞矽,,上市
6114,久威,,上櫃
6115,鎰勝,,上櫃
6116,彩晶,,上市
6117,迎廣,,上櫃
6118,建達,,上市
6120,達運,,上市
6121,新普,,上市
6122,擎邦,,上櫃
6123,上奇,,上櫃
6124,業強,,上市
6125,廣運,,上櫃
6126,信音,,上櫃
6127,九豪,,上市
6128,上福,電子零組件,上櫃
6129,普誠,,上櫃
6130,星寶國際,,上櫃
6131,鈞泰,,上櫃
6133,金橋,,上市
6134,萬旭,,上櫃
6136,富爾特,,上櫃
6138,茂達,,上櫃
6139,亞翔,,上櫃
6140,訊達,,上市
6141,柏承,,上櫃
6142,友勁,,上櫃
6143,振曜,,上櫃
6144,得利影,,上櫃
6146,耕興,,上櫃
6147,頎邦,,上櫃
6148,驊宏資,,上櫃
6150,撼訊,,上市
6151,晉倫,,上櫃
6152,百一,,上市
6153,嘉聯益,,上櫃
6154,順發,,上櫃
6155,鈞寶,,上市
6156,松上,,上櫃
6158,禾昌,,上市
6160,欣技,,上市
6161,捷波,,上櫃
6163,華電網,,上櫃
6164,華興,,上櫃
6165,捷泰,,上櫃
6166,凌華,,上櫃
6167,久正,,上櫃
6168,宏齊,,上櫃
6169,昱泉,,上櫃
6170,統振,,上櫃
6171,亞銳士,,上櫃
6172,互億,,上櫃
6173,信昌電,,上櫃
6174,安碁,,上市
6175,立敦,,上市
6176,瑞儀,,上市
6177,達麗,,上櫃
6179,亞通,,上櫃
6180,橘子,,上市
6182,合晶,,上櫃
6183,關貿,,上市
6184,大豐電,,上市
6185,幃翔,,上櫃
6186,新潤,,上市
6187,萬潤,,上櫃
6188,廣明,,上市
6189,豐藝,,上櫃
6190,萬泰科,,上市
6191,精成科,,上櫃
6192,巨路,,上櫃
6194,育富,,上櫃
6195,詩肯,,上櫃
6196,帆宣,,上市
6197,佳必琪,,上市
6198,凌泰,,上市
6199,天品,,上市
6201,亞弘電,,上市
6202,盛群,,上市
6203,海韻電,,上櫃
6204,艾華,,上櫃
6205,詮欣,,上市
6206,飛捷,,上櫃
6207,雷科,,上市
6208,日揚,,上市
6209,今國光,,上櫃
6210,慶生,,上櫃
6212,理銘,,上櫃
6213,聯茂,,上櫃
6214,精誠,,上櫃
6215,和椿,,上櫃
6216,居易,,上櫃
6217,中探針,,上櫃
6218,豪勉,,上市
6219,富旺,,上櫃
6220,岳豐,,上櫃
6221,晉泰,,上櫃
6222,上揚,,上櫃
6223,旺矽,,上市
6224,聚鼎,,上櫃
6225,天瀚,,上櫃
6226,光鼎,,上櫃
6227,茂綸,,上市
6228,全譜,,上櫃
6229,研通,,上櫃
6230,超眾,,上櫃
6231,系微,,上市
6233,旺玖,,上櫃
6234,高僑,,上櫃
6235,華孚,,上櫃
6236,康呈,貿易百貨,上市
6237,驊訊,,上市
6238,勝麗,,上櫃
6239,力成,,上櫃
6240,松崗,,上櫃
6241,易通展,,上櫃
6242,立康,貿易百貨,上市
6243,迅杰,,上櫃
6244,茂迪,,上櫃
6245,立端,,上櫃
6246,臺龍,,上櫃
6247,淇譽電,,上櫃
6248,沛波,,上櫃
6251,定穎,,上櫃
6257,矽格,,上櫃
6259,百徽,,上櫃
6261,久元,,上櫃
6263,普萊德,,上市
6264,富裔,,上市
6265,方土昶,,上櫃
6266,泰詠,,上櫃
6269,台郡,,上櫃
6270,倍微,,上櫃
6271,同欣電,,上櫃
6272,驊陞,,上櫃
6274,台燿,,上櫃
6275,元山,,上櫃
6277,宏正,,上櫃
6278,台表科,,上櫃
6279,胡連,,上櫃
6281,全國電,,上櫃
6282,康舒,,上市
6283,淳安,,上櫃
6284,佳邦,,上櫃
6285,啟碁,,上市
6287,元隆,,上市
6288,聯嘉,,上市
6289,華上,,上市
6290,良維,,上市
6291,沛亨,,上市
6292,迅德,,上市
6294,智基,,上市
6403,群登,,上市
6404,通訊-KY,,上市
6405,悅城,,上市
6407,相互,,上市
6409,旭隼,,上市
6411,晶焱,,上市
6412,群電,,上市
6414,樺漢,,上市
6415,矽力-KY,,上市
6416,瑞祺電通,,上市
6417,韋僑,,上市
6418,詠昇,,上市
6419,京晨科,,上市
6423,億而得,,上市
6425,易發,,上市
6426,統新,,上市
6428,淘米,,上市
6431,光麗-KY,,上市
6432,今展科,,上市
6434,達輝光電,,上市
6435,大中,,上市
6438,迅得,,上市
6441,廣錠,,上市
6442,光聖,,上市
6443,元晶,,上市
6445,經絡醫,,上市
6446,藥華藥,,上市
6449,鈺邦,,上市
6451,訊芯-KY,,上市
6452,康友-KY,,上市
6456,GIS-KY,,上市
6457,紘康,,上市
6461,益得,,上市
6462,神盾,,上市
6464,台數科,,上市
6465,威潤,,上市
6468,棒辣椒,,上櫃
6469,大樹,,上櫃
6470,宇智,,上櫃
6472,保瑞,,上市
6473,好玩家*,,上市
6474,華豫寧,,上櫃
6475,岱煒,,上櫃
6477,安集,,上市
6482,弘煜科,,上市
6485,點序,,上市
6486,互動,,上市
6488,環球晶,,上市
6491,晶碩,,上市
6492,生華科,,上市
6493,雷虎生,,上市
6494,九齊,,上市
6495,納諾*-KY,,上市
6496,科懋,,上市
6497,亞獅康-KY,,上市
6498,久禾光,,上市
6499,益安,,上市
6504,南六,,上市
6505,台塑化,,上市
6506,雙邦,,上市
6508,惠光,,上市
6509,聚和,,上市
6510,精測,,上市
6512,啟發電,,
6514,芮特-KY,,
6515,穎崴,,
6516,勤崴國際,,
6518,康科特,,
6523,達爾膚,,
6525,捷敏-KY,,
6527,明達醫,,
6529,研鼎,,
6530,創威,,
6531,愛普,,
6532,瑞耘,,
6533,晶心科,,
6534,正瀚,,
6535,順藥,,
6536,碩豐,,
6538,倉和,,
6539,翔宇,,
6541,泰福-KY,,
6542,隆中,,
6543,普惠醫工,,
6545,擎力,,
6547,高端疫苗,,
6548,長科*,,
6549,景凱,,
6550,北極星藥業-KY,,
6552,易華電,,
6555,榮炭,,
6556,勝品,,
6558,興能高,,
6559,研晶,,
6560,欣普羅,,
6561,是方,,
6564,安特羅,,
6565,物聯,,
6566,創益,,
6568,宏觀,,
6569,醫揚,,
6570,維田,,
6572,博錸,,
6573,虹揚-KY,,
6574,霈方,,
6575,心悅,,
6576,逸達,,
6577,勁豐,,
6578,達邦蛋白,,
6579,研揚,,
6580,台睿,,
6581,鋼聯,,
6582,申豐,,
6583,友松,,
6584,南俊國際,,
6585,鼎基,,
6586,醣基,,
6588,東典光電,,
6589,台康生技,,
6590,普鴻,,
6591,動力-KY,,
6592,和潤企業,,
6593,台灣銘板,,
6594,展匯科,,
6595,光禹國際,,
6596,寬宏藝術,,
6597,立誠,,
6598,ABC-KY,,
6599,普達系統,,
6603,富強鑫,,
6605,帝寶,,
6609,瀧澤科,,
6610,安成生技,,
6611,方舟,,
6612,奈米醫材,,
6613,朋億,,
6615,慧智,,
6616,特昇-KY,,
6617,共信-KY,,
6618,永虹先進,,
6620,漢達,,
6621,華宇藥,,
6622,百聿數碼,,
6624,萬年清,,
6625,必應,,
6626,唯數,,
6629,泰金-KY,,
6633,萊鎂醫,,
6634,欣耀,,
6637,醫影,,
6638,沅聖,,
6639,源大環能,,
6640,均華,,
6641,基士德-KY,,
6642,富致,,
6643,M31,,
6645,金萬林,,
6648,斯其大,,
6649,台生材,,
6650,帝圖,,
6651,全宇昕,,
6652,雅祥生醫,,
6654,天正國際,,
6655,科定,,
6657,華安,,
6661,威健生技,,
6662,樂斯科,,
6664,群翊,,
6665,康聯生醫,,
6666,羅麗芬-KY,,
6667,信紘科,,
6668,中揚光,,
6669,緯穎,,
6670,復盛應用,,
6671,三能-KY,,
6672,騰輝電子-KY,,
6673,和詮,,
6674,鋐寶科技,,
6677,瑩碩生技,,
6679,鈺太,,
6680,鑫創電子,,
6682,碩鑽材料,,
6683,雍智科技,,
6684,安格,,
6688,海樂影業,,
6689,伊雲谷,,
6690,安碁資訊,,
6691,洋基工程,,
6692,進能服,,
6693,廣閎科,,
6695,芯鼎,,
6696,仁新,,
6697,東捷資訊,,
6698,旭暉應材,,
6699,奇邑,,
6703,軒郁,,
6705,振躍精密,,
6706,惠特,,
6709,昱厚生技,,
6712,長聖,,
6713,博謙生技,,
6715,嘉基,,
6716,應廣,,
6717,智慧光,,
6720,久昌,,
6721,信實保全,,
6723,傑智環境,,
6724,創王,,
6727,亞泰金屬,,
6728,上洋,,
6729,機光科技,,
6730,常廣,,
6731,啟坤,,
6732,昇佳電子,,
6733,博晟生醫,,
6734,安盛生,,
6735,美達科技,,
6736,碩辣椒,,
6738,鼎恒,,
6740,松果購物,,
6743,安普新,,
6744,豐技生技,,
6747,亨泰光,,
6750,泰創工程,,
6751,智聯服務,,
6754,匯僑設計,,
6755,連鋐科技,,
6757,台灣虎航,,
6764,亞洲教育,,
6767,台微醫,,
6803,崑鼎,,
7402,邑錡,,
7419,達勝,,
7443,凡事康,,
7516,清淨海,,
7551,知識科技,,
7556,意德士,,
8011,台通,,
8016,矽創,,
8021,尖點,,
8024,佑華,,
8027,鈦昇,,
8028,昇陽半導體,,
8032,光菱,,
8033,雷虎,,
8034,榮群,,
8038,長園科,,
8039,台虹,,
8040,九暘,,
8042,金山電,,
8043,蜜望實,,
8044,網家,,
8045,達運光電,,
8046,南電,,
8047,星雲,,
8048,德勝,,
8049,晶采,,
8050,廣積,,
8054,安國,,
8059,凱碩,,
8064,東捷,,
8066,來思達,,
8067,志旭,,
8068,全達,,
8069,元太,,
8070,長華,,
8071,能率網通,,
8072,陞泰,,
8074,鉅橡,,
8076,伍豐,,
8077,洛碁,,
8081,致新,,
8083,瑞穎,,
8084,巨虹,,
8085,福華,,
8086,宏捷科,,
8087,華鎂鑫,,
8088,品安,,
8089,康全電訊,,
8091,翔名,,
8092,建暐,,
8093,保銳,,
8096,擎亞,,
8097,常珵,,
8099,大世科,,
8101,華冠,,
8103,瀚荃,,
8104,錸寶,,
8105,凌巨,,
8107,大億金茂,,
8109,博大,,
8110,華東,,
8111,立碁,,
8112,至上,,
8114,振樺電,,
8115,帝聞,,
8119,公信,,
8121,越峰,,
8131,福懋科,,
8147,正淩,,
8150,南茂,,
8155,博智,,
8163,達方,,
8171,天宇,,
8176,智捷,,
8179,旭德,,
8182,加高,,
8183,精星,,
8201,無敵,,
8210,勤誠,,
8213,志超,,
8215,明基材,,
8222,寶一,,
8234,新漢,,
8240,華宏,,
8249,菱光,,
8255,朋程,,
8261,富鼎,,
8271,宇瞻,,
8277,商丞,,
8279,生展,,
8281,歐普羅,,
8284,三竹,,
8287,英格爾,,
8289,泰藝,,
8291,尚茂,,
8298,威睿,,
8299,群聯,,
8329,台視,,
8341,日友,,
8342,益張,,
8349,恒耀,,
8354,冠好,,
8358,金居,,
8359,錢櫃,,
8367,建新國際,,
8374,羅昇,,
8383,千附,,
8390,金益鼎,,
8401,白紗科,,
8403,盛弘,,
8404,百和興業-KY,,
8406,金可-KY,,
8409,商之器,,
8410,森田,,
8411,福貞-KY,,
8415,大國鋼,,
8416,實威,,
8418,捷必勝-KY,,
8420,明揚,,
8421,旭源,,
8422,可寧衛,,
8423,保綠-KY,,
8424,惠普,,
8426,紅木-KY,,
8427,基勝-KY,,
8429,金麗-KY,,
8431,匯鑽科,,
8432,東生華,,
8433,弘帆,,
8435,鉅邁,,
8436,大江,,
8437,大地-KY,,
8438,昶昕,,
8440,綠電,,
8442,威宏-KY,,
8443,阿瘦,,
8444,綠河-KY,,
8446,華研,,
8450,霹靂,,
8454,富邦媒,,
8455,大拓-KY,,
8458,影一,,
8462,柏文,,
8463,潤泰材,,
8464,億豐,,
8465,德河,,
8466,美吉吉-KY,,
8467,波力-KY,,
8472,夠麻吉,,
8473,山林水,,
8476,台境,,
8477,創業家,,
8478,東哥遊艇,,
8480,泰昇-KY,,
8481,政伸,,
8482,商億-KY,,
8487,愛爾達,,
8488,吉源-KY,,
8489,三貝德,,
8490,利得,,
8491,真好玩,,
8492,兔將,,
8495,經緯航,,
8497,格威傳媒,,
8499,鼎炫-KY,,
8905,裕國,,
8906,花王,,
8908,欣雄,,
8916,光隆,,
8917,欣泰,,
8921,沈氏,,
8923,時報,,
8924,大田,,
8926,台汽電,,
8927,北基,,
8928,鉅明,,
8929,富堡,,
8930,青鋼,,
8931,大汽電,,
8932,宏大,,
8933,愛地雅,,
8934,衡平,,
8935,邦泰,,
8936,國統,,
8937,合騏,,
8938,明安,,
8940,新天地,,
8941,關中,,
8942,森鉅,,
8996,高力,,
9103,美德醫療-DR,,
910322,康師傅-DR,,
910482,聖馬丁-DR,,
9105,泰金寶,,
910861,神州-DR,,
9110,越南控-DR,,
911608,明輝-DR,,
911616,杜康,,
911622,泰聚亨-DR,,
911868,同方友友-DR,,
912000,晨訊科-DR,,
912398,友佳-DR,,
9136,巨騰-DR,,
9188,精熙-DR,,
9802,鈺齊-KY,,
9902,台火,,
9904,寶成,,
9905,大華,,
9906,欣巴巴,,
9907,統一實,,
9908,大台北,,
9910,豐泰,,
9911,櫻花,,
9912,偉聯,,
9914,美利達,,
9917,中保科,,
9918,欣天然,,
9919,康那香,,
9921,巨大,,
9924,福興,,
9925,新保,,
9926,新海,,
9927,泰銘,,
9928,中視,,
9929,秋雨,,
9930,中聯資源,,
9931,欣高,,
9933,中鼎,,
9934,成霖,,
9935,慶豐富,,
9937,全國,,
9938,百和,,
9939,宏全,,
9940,信義,,
9941,裕融,,
9942,茂順,,
9943,好樂迪,,
9944,新麗,,
9945,潤泰新,,
9946,三發地產,,
9949,琉園,,
9950,萬國通,,
9951,皇田,,
9955,佳龍,,
9957,燁聯,,
9958,世紀鋼,,
9960,邁達康,,
9962,有益,,
AU9901,臺銀金,,
AU9902,一銀金,,
T0110Y,兆豐豐台灣,,
T1001Y,富邦FB,,
T1010Y,精銳FB,,
T1012Y,科技FB,,
T1201Y,華南永昌永昌,,
T1249Y,華南物聯網,,
T3701Y,國泰國泰,,
T3706Y,國泰大中華,,
T3707Y,國泰科技生化,,
T3714Y,國泰小龍,,
